Topic,Paper ID,Title,Authors,First Author,URL,Citations,Published
"3D Compression","2311.17245","LightGaussian: Unbounded 3D Gaussian Compression with 15x Reduction and 200+ FPS","Zhiwen Fan, Kevin Wang, Kairun Wen, Zehao Zhu, Dejia Xu, Zhangyang Wang","Zhiwen Fan","http://arxiv.org/abs/2311.17245",456,"2023-11-28"
"3D Compression","2311.13681","Compact 3D Gaussian Representation for Radiance Field","Joo Chan Lee, Daniel Rho, Xiangyu Sun, Jong Hwan Ko, Eunbyung Park","Joo Chan Lee","http://arxiv.org/abs/2311.13681",385,"2023-11-22"
"3D Compression","2312.00732","Gaussian Grouping: Segment and Edit Anything in 3D Scenes","Mingqiao Ye, Martin Danelljan, Fisher Yu, Lei Ke","Mingqiao Ye","http://arxiv.org/abs/2312.00732",357,"2023-12-01"
"3D Compression","2011.03799","Multiscale Point Cloud Geometry Compression","Jianqiang Wang, Dandan Ding, Zhu Li, Zhan Ma","Jianqiang Wang","http://arxiv.org/abs/2011.03799",237,"2020-11-07"
"3D Compression","2401.02436","Compressed 3D Gaussian Splatting for Accelerated Novel View Synthesis","Simon Niedermayr, Josef Stumpfegger, Rüdiger Westermann","Simon Niedermayr","http://arxiv.org/abs/2401.02436",236,"2023-11-17"
"3D Compression","2403.14530","HAC: Hash-grid Assisted Context for 3D Gaussian Splatting Compression","Yihang Chen, Qianyi Wu, Weiyao Lin, Mehrtash Harandi, Jianfei Cai","Yihang Chen","http://arxiv.org/abs/2403.14530",200,"2024-03-21"
"3D Compression","2005.07178","OctSqueeze: Octree-Structured Entropy Model for LiDAR Compression","Lila Huang, Shenlong Wang, Kelvin Wong, Jerry Liu, Raquel Urtasun","Lila Huang","http://arxiv.org/abs/2005.07178",194,"2020-05-14"
"3D Compression","2011.12688","Reduced Reference Perceptual Quality Model and Application to Rate Control for 3D Point Cloud Compression","Qi Liu, Hui Yuan, Raouf Hamzaoui, Honglei Su, Junhui Hou, Huan Yang","Qi Liu","http://arxiv.org/abs/2011.12688",185,"2020-11-25"
"3D Compression","2105.02158","VoxelContext-Net: An Octree based Framework for Point Cloud Compression","Zizheng Que, Guo Lu, Dong Xu","Zizheng Que","http://arxiv.org/abs/2105.02158",171,"2021-05-05"
"3D Compression","2107.04004","3D Neural Scene Representations for Visuomotor Control","Yunzhu Li, Shuang Li, Vincent Sitzmann, Pulkit Agrawal, Antonio Torralba","Yunzhu Li","http://arxiv.org/abs/2107.04004",156,"2021-07-08"
"3D Compression","2002.03370","A Unified End-to-End Framework for Efficient Deep Image Compression","Jiaheng Liu, Guo Lu, Zhihao Hu, Dong Xu","Jiaheng Liu","http://arxiv.org/abs/2002.03370",127,"2020-02-09"
"3D Compression","2301.08247","Multiview Compressive Coding for 3D Reconstruction","Chao-Yuan Wu, Justin Johnson, Jitendra Malik, Christoph Feichtenhofer, Georgia Gkioxari","Chao-Yuan Wu","http://arxiv.org/abs/2301.08247",94,"2023-01-19"
"3D Compression","2004.00329","Compressed Volumetric Heatmaps for Multi-Person 3D Pose Estimation","Matteo Fabbri, Fabio Lanzi, Simone Calderara, Stefano Alletto, Rita Cucchiara","Matteo Fabbri","http://arxiv.org/abs/2004.00329",86,"2020-04-01"
"3D Compression","2407.09510","3DGS.zip: A survey on 3D Gaussian Splatting Compression Methods","Milena T. Bagdasarian, Paul Knoll, Yi-Hsin Li, Florian Barthel, Anna Hilsmann, Peter Eisert, Wieland Morgenstern","Milena T. Bagdasarian","http://arxiv.org/abs/2407.09510",57,"2024-06-17"
"3D Compression","2207.12554","Inter-Frame Compression for Dynamic Point Cloud Geometry Coding","Anique Akhtar, Zhu Li, Geert Van der Auwera","Anique Akhtar","http://arxiv.org/abs/2207.12554",54,"2022-07-25"
"3D Compression","2002.04439","Folding-based compression of point cloud attributes","Maurice Quach, Giuseppe Valenzise, Frederic Dufaux","Maurice Quach","http://arxiv.org/abs/2002.04439",54,"2020-02-11"
"3D Compression","2008.06972","Real-Time Spatio-Temporal LiDAR Point Cloud Compression","Yu Feng, Shaoshan Liu, Yuhao Zhu","Yu Feng","http://arxiv.org/abs/2008.06972",52,"2020-08-16"
"MLLM","2306.13394","MME: A Comprehensive Evaluation Benchmark for Multimodal Large Language Models","Chaoyou Fu, Peixian Chen, Yunhang Shen, Yulei Qin, Mengdan Zhang, Xu Lin, Jinrui Yang, Xiawu Zheng, Ke Li, Xing Sun, Yunsheng Wu, Rongrong Ji, Caifeng Shan, Ran He","Chaoyou Fu","http://arxiv.org/abs/2306.13394",1347,"2023-06-23"
"MLLM","2306.13549","A Survey on Multimodal Large Language Models","Shukang Yin, Chaoyou Fu, Sirui Zhao, Ke Li, Xing Sun, Tong Xu, Enhong Chen","Shukang Yin","http://arxiv.org/abs/2306.13549",1125,"2023-06-23"
"MLLM","2408.01800","MiniCPM-V: A GPT-4V Level MLLM on Your Phone","Yuan Yao, Tianyu Yu, Ao Zhang, Chongyi Wang, Junbo Cui, Hongji Zhu, Tianchi Cai, Haoyu Li, Weilin Zhao, Zhihui He, Qianyu Chen, Huarong Zhou, Zhensheng Zou, Haoye Zhang, Shengding Hu, Zhi Zheng, Jie Zhou, Jie Cai, Xu Han, Guoyang Zeng, Dahai Li, Zhiyuan Liu, Maosong Sun","Yuan Yao","http://arxiv.org/abs/2408.01800",967,"2024-08-03"
"MLLM","2312.14135","V*: Guided Visual Search as a Core Mechanism in Multimodal LLMs","Penghao Wu, Saining Xie","Penghao Wu","http://arxiv.org/abs/2312.14135",375,"2023-12-21"
"MLLM","2312.00849","RLHF-V: Towards Trustworthy MLLMs via Behavior Alignment from Fine-grained Correctional Human Feedback","Tianyu Yu, Yuan Yao, Haoye Zhang, Taiwen He, Yifeng Han, Ganqu Cui, Jinyi Hu, Zhiyuan Liu, Hai-Tao Zheng, Maosong Sun, Tat-Seng Chua","Tianyu Yu","http://arxiv.org/abs/2312.00849",376,"2023-12-01"
"MLLM","2402.04788","MLLM-as-a-Judge: Assessing Multimodal LLM-as-a-Judge with Vision-Language Benchmark","Dongping Chen, Ruoxi Chen, Shilin Zhang, Yinuo Liu, Yaochen Wang, Huichi Zhou, Qihui Zhang, Yao Wan, Pan Zhou, Lichao Sun","Dongping Chen","http://arxiv.org/abs/2402.04788",295,"2024-02-07"
"MLLM","2503.21776","Video-R1: Reinforcing Video Reasoning in MLLMs","Kaituo Feng, Kaixiong Gong, Bohao Li, Zonghao Guo, Yibing Wang, Tianshuo Peng, Junfei Wu, Xiaoying Zhang, Benyou Wang, Xiangyu Yue","Kaituo Feng","http://arxiv.org/abs/2503.21776",277,"2025-03-27"
"MLLM","2401.16822","EarthGPT: A Universal Multi-modal Large Language Model for Multi-sensor Image Comprehension in Remote Sensing Domain","Wei Zhang, Miaoxin Cai, Tong Zhang, Yin Zhuang, Xuerui Mao","Wei Zhang","http://arxiv.org/abs/2401.16822",242,"2024-01-30"
"MLLM","2309.17102","Guiding Instruction-based Image Editing via Multimodal Large Language Models","Tsu-Jui Fu, Wenze Hu, Xianzhi Du, William Yang Wang, Yinfei Yang, Zhe Gan","Tsu-Jui Fu","http://arxiv.org/abs/2309.17102",160,"2023-09-29"
"MLLM","2406.19280","HuatuoGPT-Vision, Towards Injecting Medical Visual Knowledge into Multimodal LLMs at Scale","Junying Chen, Chi Gui, Ruyi Ouyang, Anningzhe Gao, Shunian Chen, Guiming Hardy Chen, Xidong Wang, Ruifei Zhang, Zhenyang Cai, Ke Ji, Guangjun Yu, Xiang Wan, Benyou Wang","Junying Chen","http://arxiv.org/abs/2406.19280",156,"2024-06-27"
"MLLM","2401.06805","Exploring the Reasoning Abilities of Multimodal Large Language Models (MLLMs): A Comprehensive Survey on Emerging Trends in Multimodal Reasoning","Yiqi Wang, Wentao Chen, Xiaotian Han, Xudong Lin, Haiteng Zhao, Yongfei Liu, Bohan Zhai, Jianbo Yuan, Quanzeng You, Hongxia Yang","Yiqi Wang","http://arxiv.org/abs/2401.06805",155,"2024-01-10"
"MLLM","2504.06256","Transfer between Modalities with MetaQueries","Xichen Pan, Satya Narayan Shukla, Aashu Singh, Zhuokai Zhao, Shlok Kumar Mishra, Jialiang Wang, Zhiyang Xu, Jiuhai Chen, Kunpeng Li, Felix Juefei-Xu, Ji Hou, Saining Xie","Xichen Pan","http://arxiv.org/abs/2504.06256",151,"2025-04-08"
"MLLM","2501.01957","VITA-1.5: Towards GPT-4o Level Real-Time Vision and Speech Interaction","Chaoyou Fu, Haojia Lin, Xiong Wang, Yi-Fan Zhang, Yunhang Shen, Xiaoyu Liu, Haoyu Cao, Zuwei Long, Heting Gao, Ke Li, Long Ma, Xiawu Zheng, Rongrong Ji, Xing Sun, Caifeng Shan, Ran He","Chaoyou Fu","http://arxiv.org/abs/2501.01957",148,"2025-01-03"
"MLLM","2409.12961","Oryx MLLM: On-Demand Spatial-Temporal Understanding at Arbitrary Resolution","Zuyan Liu, Yuhao Dong, Ziwei Liu, Winston Hu, Jiwen Lu, Yongming Rao","Zuyan Liu","http://arxiv.org/abs/2409.12961",142,"2024-09-19"
"MLLM","2402.02544","LHRS-Bot: Empowering Remote Sensing with VGI-Enhanced Large Multimodal Language Model","Dilxat Muhtar, Zhenshi Li, Feng Gu, Xueliang Zhang, Pengfeng Xiao","Dilxat Muhtar","http://arxiv.org/abs/2402.02544",138,"2024-02-04"
"MLLM","2310.05126","UReader: Universal OCR-free Visually-situated Language Understanding with Multimodal Large Language Model","Jiabo Ye, Anwen Hu, Haiyang Xu, Qinghao Ye, Ming Yan, Guohai Xu, Chenliang Li, Junfeng Tian, Qi Qian, Ji Zhang, Qin Jin, Liang He, Xin Alex Lin, Fei Huang","Jiabo Ye","http://arxiv.org/abs/2310.05126",136,"2023-10-08"
"MLLM","2501.12386","InternVideo2.5: Empowering Video MLLMs with Long and Rich Context Modeling","Yi Wang, Xinhao Li, Ziang Yan, Yinan He, Jiashuo Yu, Xiangyu Zeng, Chenting Wang, Changlian Ma, Haian Huang, Jianfei Gao, Min Dou, Kai Chen, Wenhai Wang, Yu Qiao, Yali Wang, Limin Wang","Yi Wang","http://arxiv.org/abs/2501.12386",137,"2025-01-21"
"MLLM","2406.08394","VisionLLM v2: An End-to-End Generalist Multimodal Large Language Model for Hundreds of Vision-Language Tasks","Jiannan Wu, Muyan Zhong, Sen Xing, Zeqiang Lai, Zhaoyang Liu, Zhe Chen, Wenhai Wang, Xizhou Zhu, Lewei Lu, Tong Lu, Ping Luo, Yu Qiao, Jifeng Dai","Jiannan Wu","http://arxiv.org/abs/2406.08394",135,"2024-06-12"
"MLLM","2405.20797","Ovis: Structural Embedding Alignment for Multimodal Large Language Model","Shiyin Lu, Yang Li, Qing-Guo Chen, Zhao Xu, Weihua Luo, Kaifu Zhang, Han-Jia Ye","Shiyin Lu","http://arxiv.org/abs/2405.20797",134,"2024-05-31"
"MLLM","2402.11530","Efficient Multimodal Learning from Data-centric Perspective","Muyang He, Yexin Liu, Boya Wu, Jianhao Yuan, Yueze Wang, Tiejun Huang, Bo Zhao","Muyang He","http://arxiv.org/abs/2402.11530",132,"2024-02-18"
"MLLM","2309.10313","Investigating the Catastrophic Forgetting in Multimodal Large Language Models","Yuexiang Zhai, Shengbang Tong, Xiao Li, Mu Cai, Qing Qu, Yong Jae Lee, Yi Ma","Yuexiang Zhai","http://arxiv.org/abs/2309.10313",126,"2023-09-19"
"MLLM","2312.06968","Hallucination Augmented Contrastive Learning for Multimodal Large Language Model","Chaoya Jiang, Haiyang Xu, Mengfan Dong, Jiaxing Chen, Wei Ye, Ming Yan, Qinghao Ye, Ji Zhang, Fei Huang, Shikun Zhang","Chaoya Jiang","http://arxiv.org/abs/2312.06968",128,"2023-12-12"
"MLLM","2408.15998","Eagle: Exploring The Design Space for Multimodal LLMs with Mixture of Encoders","Min Shi, Fuxiao Liu, Shihao Wang, Shijia Liao, Subhashree Radhakrishnan, Yilin Zhao, De-An Huang, Hongxu Yin, Karan Sapra, Yaser Yacoob, Humphrey Shi, Bryan Catanzaro, Andrew Tao, Jan Kautz, Zhiding Yu, Guilin Liu","Min Shi","http://arxiv.org/abs/2408.15998",119,"2024-08-28"
"MLLM","2404.16790","SEED-Bench-2-Plus: Benchmarking Multimodal Large Language Models with Text-Rich Visual Comprehension","Bohao Li, Yuying Ge, Yi Chen, Yixiao Ge, Ruimao Zhang, Ying Shan","Bohao Li","http://arxiv.org/abs/2404.16790",118,"2024-04-25"
"MLLM","2404.00578","M3D: Advancing 3D Medical Image Analysis with Multi-Modal Large Language Models","Fan Bai, Yuxin Du, Tiejun Huang, Max Q. -H. Meng, Bo Zhao","Fan Bai","http://arxiv.org/abs/2404.00578",116,"2024-03-31"
"MLLM","2403.14520","Cobra: Extending Mamba to Multi-Modal Large Language Model for Efficient Inference","Han Zhao, Min Zhang, Wei Zhao, Pengxiang Ding, Siteng Huang, Donglin Wang","Han Zhao","http://arxiv.org/abs/2403.14520",115,"2024-03-21"
"MLLM","2401.02906","MLLM-Protector: Ensuring MLLM's Safety without Hurting Performance","Renjie Pi, Tianyang Han, Jianshu Zhang, Yueqi Xie, Rui Pan, Qing Lian, Hanze Dong, Jipeng Zhang, Tong Zhang","Renjie Pi","http://arxiv.org/abs/2401.02906",114,"2024-01-05"
"MLLM","2403.09572","Eyes Closed, Safety On: Protecting Multimodal LLMs via Image-to-Text Transformation","Yunhao Gou, Kai Chen, Zhili Liu, Lanqing Hong, Hang Xu, Zhenguo Li, Dit-Yan Yeung, James T. Kwok, Yu Zhang","Yunhao Gou","http://arxiv.org/abs/2403.09572",113,"2024-03-14"
"MLLM","2412.18319","Mulberry: Empowering MLLM with o1-like Reasoning and Reflection via Collective Monte Carlo Tree Search","Huanjin Yao, Jiaxing Huang, Wenhao Wu, Jingyi Zhang, Yibo Wang, Shunyu Liu, Yingjie Wang, Yuxin Song, Haocheng Feng, Li Shen, Dacheng Tao","Huanjin Yao","http://arxiv.org/abs/2412.18319",111,"2024-12-24"
"MLLM","2403.09513","AdaShield: Safeguarding Multimodal Large Language Models from Structure-based Attack via Adaptive Shield Prompting","Yu Wang, Xiaogeng Liu, Yu Li, Muhao Chen, Chaowei Xiao","Yu Wang","http://arxiv.org/abs/2403.09513",110,"2024-03-14"
"MLLM","2501.05444","Can MLLMs Reason in Multimodality? EMMA: An Enhanced MultiModal ReAsoning Benchmark","Yunzhuo Hao, Jiawei Gu, Huichen Will Wang, Linjie Li, Zhengyuan Yang, Lijuan Wang, Yu Cheng","Yunzhuo Hao","http://arxiv.org/abs/2501.05444",106,"2025-01-09"
"MLLM","2403.03003","Feast Your Eyes: Mixture-of-Resolution Adaptation for Multimodal Large Language Models","Gen Luo, Yiyi Zhou, Yuxin Zhang, Xiawu Zheng, Xiaoshuai Sun, Rongrong Ji","Gen Luo","http://arxiv.org/abs/2403.03003",105,"2024-03-05"
"MLLM","2305.01278","VPGTrans: Transfer Visual Prompt Generator across LLMs","Ao Zhang, Hao Fei, Yuan Yao, Wei Ji, Li Li, Zhiyuan Liu, Tat-Seng Chua","Ao Zhang","http://arxiv.org/abs/2305.01278",103,"2023-05-02"
"MLLM","2502.17422","MLLMs Know Where to Look: Training-free Perception of Small Visual Details with Multimodal LLMs","Jiarui Zhang, Mahyar Khayatkhoei, Prateek Chhikara, Filip Ilievski","Jiarui Zhang","http://arxiv.org/abs/2502.17422",99,"2025-02-24"
"MLLM","2401.10529","Mementos: A Comprehensive Benchmark for Multimodal Large Language Model Reasoning over Image Sequences","Xiyao Wang, Yuhang Zhou, Xiaoyu Liu, Hongjin Lu, Yuancheng Xu, Feihong He, Jaehong Yoon, Taixi Lu, Gedas Bertasius, Mohit Bansal, Huaxiu Yao, Furong Huang","Xiyao Wang","http://arxiv.org/abs/2401.10529",98,"2024-01-19"
"MLLM","2408.01319","A Comprehensive Review of Multimodal Large Language Models: Performance and Challenges Across Different Tasks","Jiaqi Wang, Hanqi Jiang, Yiheng Liu, Chong Ma, Xu Zhang, Yi Pan, Mengyuan Liu, Peiran Gu, Sichen Xia, Wenjun Li, Yutong Zhang, Zihao Wu, Zhengliang Liu, Tianyang Zhong, Bao Ge, Tuo Zhang, Ning Qiang, Xintao Hu, Xi Jiang, Xin Zhang, Wei Zhang, Dinggang Shen, Tianming Liu, Shu Zhang","Jiaqi Wang","http://arxiv.org/abs/2408.01319",97,"2024-08-02"
"MLLM","2411.02571","MM-Embed: Universal Multimodal Retrieval with Multimodal LLMs","Sheng-Chieh Lin, Chankyu Lee, Mohammad Shoeybi, Jimmy Lin, Bryan Catanzaro, Wei Ping","Sheng-Chieh Lin","http://arxiv.org/abs/2411.02571",97,"2024-11-04"
"MLLM","2403.20271","Draw-and-Understand: Leveraging Visual Prompts to Enable MLLMs to Comprehend What You Want","Weifeng Lin, Xinyu Wei, Ruichuan An, Peng Gao, Bocheng Zou, Yulin Luo, Siyuan Huang, Shanghang Zhang, Hongsheng Li","Weifeng Lin","http://arxiv.org/abs/2403.20271",93,"2024-03-29"
"MLLM","2408.15556","Divide, Conquer and Combine: A Training-Free Framework for High-Resolution Image Perception in Multimodal Large Language Models","Wenbin Wang, Liang Ding, Minyan Zeng, Xiabin Zhou, Li Shen, Yong Luo, Dacheng Tao","Wenbin Wang","http://arxiv.org/abs/2408.15556",93,"2024-08-28"
"MLLM","2405.10739","Efficient Multimodal Large Language Models: A Survey","Yizhang Jin, Jian Li, Yexin Liu, Tianjun Gu, Kai Wu, Zhengkai Jiang, Muyang He, Bo Zhao, Xin Tan, Zhenye Gan, Yabiao Wang, Chengjie Wang, Lizhuang Ma","Yizhang Jin","http://arxiv.org/abs/2405.10739",93,"2024-05-17"
"MLLM","2505.23747","Spatial-MLLM: Boosting MLLM Capabilities in Visual-based Spatial Intelligence","Diankun Wu, Fangfu Liu, Yi-Hsin Hung, Yueqi Duan","Diankun Wu","http://arxiv.org/abs/2505.23747",92,"2025-05-29"
"MLLM","2401.16160","LLaVA-MoLE: Sparse Mixture of LoRA Experts for Mitigating Data Conflicts in Instruction Finetuning MLLMs","Shaoxiang Chen, Zequn Jie, Lin Ma","Shaoxiang Chen","http://arxiv.org/abs/2401.16160",89,"2024-01-29"
"MLLM","2311.17092","SEED-Bench-2: Benchmarking Multimodal Large Language Models","Bohao Li, Yuying Ge, Yixiao Ge, Guangzhi Wang, Rui Wang, Ruimao Zhang, Ying Shan","Bohao Li","http://arxiv.org/abs/2311.17092",88,"2023-11-28"
"MLLM","2311.11860","LION : Empowering Multimodal Large Language Model with Dual-Level Visual Knowledge","Gongwei Chen, Leyang Shen, Rui Shao, Xiang Deng, Liqiang Nie","Gongwei Chen","http://arxiv.org/abs/2311.11860",86,"2023-11-20"
"MLLM","2411.02359","DeeR-VLA: Dynamic Inference of Multimodal Large Language Models for Efficient Robot Execution","Yang Yue, Yulin Wang, Bingyi Kang, Yizeng Han, Shenzhi Wang, Shiji Song, Jiashi Feng, Gao Huang","Yang Yue","http://arxiv.org/abs/2411.02359",85,"2024-11-04"
"MLLM","2411.17558","Natural Language Understanding and Inference with MLLM in Visual Question Answering: A Survey","Jiayi Kuang, Jingyou Xie, Haohao Luo, Ronghao Li, Zhe Xu, Xianfeng Cheng, Yinghui Li, Xika Lin, Ying Shen","Jiayi Kuang","http://arxiv.org/abs/2411.17558",80,"2024-11-26"
"MLLM","2402.16846","GROUNDHOG: Grounding Large Language Models to Holistic Segmentation","Yichi Zhang, Ziqiao Ma, Xiaofeng Gao, Suhaila Shakiah, Qiaozi Gao, Joyce Chai","Yichi Zhang","http://arxiv.org/abs/2402.16846",80,"2024-02-26"
"MLLM","2311.09127","Jailbreaking GPT-4V via Self-Adversarial Attacks with System Prompts","Yuanwei Wu, Xiang Li, Yixin Liu, Pan Zhou, Lichao Sun","Yuanwei Wu","http://arxiv.org/abs/2311.09127",78,"2023-11-15"
"MLLM","2410.19702","TimeSuite: Improving MLLMs for Long Video Understanding via Grounded Tuning","Xiangyu Zeng, Kunchang Li, Chenting Wang, Xinhao Li, Tianxiang Jiang, Ziang Yan, Songze Li, Yansong Shi, Zhengrong Yue, Yi Wang, Yali Wang, Yu Qiao, Limin Wang","Xiangyu Zeng","http://arxiv.org/abs/2410.19702",74,"2024-10-25"
